pref_name,first_approval,dosed_ingredient,oral,parenteral,topical,first_in_class,smiles
QUINESTROL,1982,1,1,0,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
BETHANIDINE,1982,0,1,0,0,0,CN=C(NC)NCc1ccccc1
TRIMETHAPHAN,1982,0,0,1,0,0,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
METHACYCLINE HYDROCHLORIDE,1982,1,1,0,0,0,C=C1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@H]12
DILTIAZEM,1982,0,1,1,0,0,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
TRIMEPRAZINE TARTRATE,1982,1,1,0,0,0,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
PIROXICAM,1982,1,1,0,0,0,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
CYCLIZINE,1982,0,0,1,0,0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
OXYPHENCYCLIMINE,1982,0,1,0,0,0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
PROTOKYLOL HYDROCHLORIDE,1982,1,1,0,0,0,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1
ETOMIDATE,1982,1,0,1,0,0,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
OXYPHENONIUM,1982,0,1,0,0,0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
METHIXENE,1982,0,1,0,0,0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
DIPHENYLPYRALINE HYDROCHLORIDE,1982,1,1,0,0,0,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
PHENMETRAZINE,1982,0,1,0,0,0,CC1NCCOC1c1ccccc1
HEXYLCAINE HYDROCHLORIDE,1982,1,0,0,1,0,CC(CNC1CCCCC1)OC(=O)c1ccccc1
CROMOLYN SODIUM,1982,1,1,0,1,0,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
FLUPREDNISOLONE,1982,1,1,0,0,0,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
ALCLOMETASONE DIPROPIONATE,1982,1,0,0,1,0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
PRAZEPAM,1982,1,1,0,0,0,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
PHENSUXIMIDE,1982,1,1,0,0,0,Cn1c(O)cc(-c2ccccc2)c1O
ETHOXZOLAMIDE,1982,1,1,0,0,0,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
CARBENICILLIN DISODIUM,1982,1,0,1,0,0,CC1(C)S[C@@H]2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O
LEVONORGESTREL,1982,1,1,1,1,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC
METHDILAZINE HYDROCHLORIDE,1982,1,1,0,0,0,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
CLIOQUINOL,1982,1,0,0,1,0,Oc1c(I)cc(Cl)c2cccnc12
ISOTRETINOIN,1982,1,1,0,0,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
SULFOXONE,1982,0,1,0,0,0,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1
MECLOCYCLINE SULFOSALICYLATE,1982,1,0,0,1,0,C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@H]12
GENTIAN VIOLET,1982,1,0,0,1,0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1
PHENINDIONE,1982,1,1,0,0,0,O=C1c2ccccc2C(=O)C1c1ccccc1
THIAMYLAL SODIUM,1982,1,0,1,0,0,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
LEVALLORPHAN TARTRATE,1982,1,0,1,0,0,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
CYCRIMINE,1982,0,1,0,0,0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1
GALLAMINE TRIETHIODIDE,1982,1,0,1,0,0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
TALBUTAL,1982,1,1,0,0,0,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
CLIDINIUM,1982,0,1,0,0,0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
CHLOPHEDIANOL HYDROCHLORIDE,1982,1,1,0,0,0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
PENTOLINIUM,1982,0,0,1,0,0,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
DIETHYLSTILBESTROL DIPHOSPHATE,1982,1,1,1,0,0,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1
HEXOCYCLIUM,1982,0,1,0,0,0,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
PYRVINIUM,1982,0,1,0,0,0,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
CICLOPIROX,1982,1,0,0,1,0,Cc1cc(C2CCCCC2)n(O)c(=O)c1
STREPTOZOCIN,1982,1,0,1,0,0,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
ETHINAMATE,1982,1,1,0,0,0,C#CC1(OC(N)=O)CCCCC1
PARGYLINE HYDROCHLORIDE,1982,1,1,0,0,0,C#CCN(C)Cc1ccccc1
BUTALBITAL,1983,1,1,0,0,0,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
BENTIROMIDE,1983,1,1,0,0,0,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
TIOCONAZOLE,1983,1,0,0,1,0,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
CEFUROXIME SODIUM,1983,1,0,1,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
CHENODIOL,1983,1,1,0,0,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CEFTIZOXIME,1983,0,0,1,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1
NETILMICIN,1983,0,0,1,0,0,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
ETOPOSIDE,1983,1,1,1,0,0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O
RANITIDINE,1983,1,1,1,0,0,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
BUMETANIDE,1983,1,1,1,0,0,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
DIHYDROCODEINE,1983,0,1,0,0,0,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
INDAPAMIDE,1983,1,1,0,0,0,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
NANDROLONE DECANOATE,1983,1,0,1,0,0,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@]12C
TRIPROLIDINE HYDROCHLORIDE,1983,1,1,0,0,0,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
OXPRENOLOL,1983,0,1,0,0,0,C=CCOc1ccccc1OCC(O)CNC(C)C
SUFENTANIL CITRATE,1984,1,0,1,0,0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
NALTREXONE,1984,1,1,1,0,0,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5
TRILOSTANE,1984,1,1,0,0,0,C[C@]12CC[C@H]3[C@@H](CC[C@@]45OC4C(=O)C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
INAMRINONE,1984,0,0,1,0,0,Nc1cc(-c2ccncc2)c[nH]c1=O
CEFTRIAXONE SODIUM,1984,1,0,1,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1
PIMOZIDE,1984,1,1,0,0,0,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
TOCAINIDE HYDROCHLORIDE,1984,1,1,0,0,0,Cc1cccc(C)c1NC(=O)C(C)N
LABETALOL,1984,0,1,1,0,0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
PENTOXIFYLLINE,1984,1,1,0,0,0,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
AMDINOCILLIN,1984,1,0,1,0,0,CC1(C)S[C@@H]2C(/N=C/N3CCCCCC3)C(=O)N2C1C(=O)O
VECURONIUM BROMIDE,1984,1,0,1,0,0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1
ACEBUTOLOL HYDROCHLORIDE,1984,1,1,0,0,0,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
CEFORANIDE,1984,1,0,1,0,0,NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
GLIPIZIDE,1984,1,1,0,0,0,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
CEFONICID SODIUM,1984,1,0,1,0,0,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2C(NC(=O)C(O)c3ccccc3)C(=O)N12
IODOHIPPURATE,1984,0,0,1,0,0,O=C(O)CNC(=O)c1ccccc1I
TOLOXATONE,1984,1,1,0,0,0,Cc1cccc(N2CC(CO)OC2=O)c1
PENTAMIDINE,1984,0,0,1,1,0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
MORPHINE SULFATE,1984,1,1,1,0,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
BITOLTEROL MESYLATE,1984,1,0,0,1,0,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
NOMIFENSINE,1984,0,1,0,0,0,CN1Cc2c(N)cccc2C(c2ccccc2)C1
GLYBURIDE,1984,1,1,0,0,0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
BENZOYL PEROXIDE,1984,1,0,0,1,0,O=C(OOC(=O)c1ccccc1)c1ccccc1
CLAVULANIC ACID,1984,0,1,1,0,0,O=C(O)C1/C(=C/CO)O[C@@H]2CC(=O)N12
IODOHIPPURATE SODIUM I 123,1984,1,0,1,0,0,O=C(O)CNC(=O)c1ccccc1[123I]
BENDAZAC,1984,1,0,0,0,0,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
NICOTINE,1984,1,1,0,1,0,CN1CCC[C@H]1c1cccnc1
HYDROMORPHONE HYDROCHLORIDE,1984,1,1,1,0,0,CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@H]3[C@H]1C5
BUPROPION,1985,0,1,0,0,0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
NABILONE,1985,1,1,0,0,0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21
DRONABINOL,1985,1,1,0,0,0,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
TERFENADINE,1985,1,0,0,0,0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
IMIPENEM,1985,1,0,1,0,0,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12
MIDAZOLAM HYDROCHLORIDE,1985,1,1,1,0,0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
THIAMINE,1985,1,0,1,0,0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
BIOTIN,1985,1,0,1,0,0,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
ASCORBIC ACID,1985,1,1,1,0,0,OC[C@H](O)c1oc(O)c(O)c1O
PYRIDOXINE,1985,1,1,1,0,0,Cc1ncc(CO)c(CO)c1O
QUAZEPAM,1985,1,1,0,0,0,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
FLECAINIDE ACETATE,1985,1,1,0,0,0,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
SUPROFEN,1985,1,0,0,1,0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
IOHEXOL,1985,1,1,1,1,0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
CEFTAZIDIME,1985,1,0,1,0,0,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
RIBOFLAVIN 5'-PHOSPHATE SODIUM,1985,1,0,1,1,0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
LEVOBUNOLOL,1985,0,0,0,1,0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
RIBAVIRIN,1985,1,1,0,1,0,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
ENALAPRIL MALEATE,1985,1,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O
SULFANILAMIDE,1985,1,0,0,1,0,Nc1ccc(S(N)(=O)=O)cc1
AMIODARONE HYDROCHLORIDE,1985,1,1,1,0,0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
CIPROFIBRATE,1985,1,1,0,0,0,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
MEXILETINE,1985,0,1,0,0,0,Cc1cccc(C)c1OCC(C)N
CLOBETASOL PROPIONATE,1985,1,0,0,1,0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
IOPAMIDOL,1985,1,0,1,0,0,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
CEFOTETAN DISODIUM,1985,1,0,1,0,0,CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
TOLAZOLINE HYDROCHLORIDE,1985,1,0,1,0,0,c1ccc(CC2=NCCN2)cc1
SULCONAZOLE,1985,0,0,0,1,0,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
BETAXOLOL,1985,1,1,0,1,0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
BUTOCONAZOLE NITRATE,1985,1,0,0,1,0,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
CILASTATIN SODIUM,1985,1,0,1,0,0,CC1(C)CC1C(=O)N=C(CCCCCSCC(N)C(=O)O)C(=O)O
KETOPROFEN,1986,1,1,0,0,0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
BUSPIRONE HYDROCHLORIDE,1986,1,1,0,0,0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
HALOPERIDOL DECANOATE,1986,1,0,1,0,0,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
SULBACTAM SODIUM,1986,1,0,1,0,0,CC1(C)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
CLOFAZIMINE,1986,1,1,0,0,0,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
BRETYLIUM,1986,0,0,1,0,0,CC[N+](C)(C)Cc1ccccc1Br
FLUOROMETHOLONE ACETATE,1986,1,0,0,1,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
PYRITHIONE,1986,0,0,0,1,0,On1ccccc1=S
OXYMETAZOLINE HYDROCHLORIDE,1986,1,0,0,1,0,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
TERODILINE HYDROCHLORIDE,1986,1,0,0,0,0,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C
NORFLOXACIN,1986,1,1,0,1,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
ENCAINIDE,1986,0,0,0,0,0,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
PIRBUTEROL,1986,0,0,0,1,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
FAMOTIDINE,1986,1,1,1,0,0,N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O
ISOSORBIDE DINITRATE,1986,1,1,0,1,0,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
ETRETINATE,1986,1,1,0,0,0,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
FLURBIPROFEN,1986,1,1,0,1,0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
PERMETHRIN,1986,1,0,0,1,0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
IPRATROPIUM,1986,0,0,0,1,0,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
LOXOPROFEN,1986,1,1,0,0,0,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
AZTREONAM,1986,1,0,1,1,0,C[C@H]1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
ALFENTANIL,1986,0,0,1,0,0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
CLINDAMYCIN PALMITATE,1986,0,1,0,0,0,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC
TRANEXAMIC ACID,1986,1,1,1,0,0,NCC1CCC(C(=O)O)CC1
AMISULPRIDE,1986,1,0,1,0,0,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
ESMOLOL,1986,0,0,1,0,0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
GUANFACINE HYDROCHLORIDE,1986,1,1,0,0,0,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
LISINOPRIL ANHYDROUS,1987,0,1,0,0,0,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
SODIUM PHENYLACETATE,1987,1,1,1,0,0,O=C(O)Cc1ccccc1
FLUOXETINE HYDROCHLORIDE,1987,1,1,0,0,0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
CEFMENOXIME,1987,0,0,1,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1
MESALAMINE,1987,1,1,0,1,0,Nc1ccc(O)c(C(=O)O)c1
IOFETAMINE HYDROCHLORIDE I 123,1987,1,0,1,0,0,CC(C)NC(C)Cc1ccc([123I])cc1
LOVASTATIN,1987,1,1,0,0,1,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
SODIUM BENZOATE,1987,1,1,1,0,0,O=C(O)c1ccccc1
ZIDOVUDINE,1987,1,1,1,0,0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
TERCONAZOLE,1987,1,0,0,1,0,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
MILRINONE,1987,0,0,1,0,0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
IOFETAMINE,1987,0,0,1,0,0,CC(C)NC(C)Cc1ccc(I)cc1
CARPROFEN,1987,1,1,0,0,0,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
PHENAZOPYRIDINE HYDROCHLORIDE,1987,1,1,0,0,0,Nc1ccc(N=Nc2ccccc2)c(N)n1
MITOXANTRONE HYDROCHLORIDE,1987,1,0,1,0,0,O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O
AMSACRINE,1987,1,0,1,0,0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
MUPIROCIN,1987,1,0,0,1,0,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
TERAZOSIN,1987,0,1,0,0,0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
CEFUROXIME AXETIL,1987,1,1,0,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1
PENBUTOLOL,1987,0,1,0,0,0,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
PIRPROFEN,1987,1,0,0,0,0,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
URSODIOL,1987,1,1,0,0,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CIPROFLOXACIN HYDROCHLORIDE,1987,1,1,0,1,0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
MOMETASONE FUROATE,1987,1,0,0,1,0,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
APRACLONIDINE HYDROCHLORIDE,1987,1,0,0,1,0,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
RILMENIDINE,1987,1,1,0,0,0,C1COC(=NC(C2CC2)C2CC2)N1
DICLOFENAC SODIUM,1988,1,1,1,1,0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
NICARDIPINE,1988,0,1,1,0,0,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
CEFOTIAM,1988,0,0,1,0,0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)[C@H]2SC1
ENALAPRILAT,1988,1,0,1,0,0,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
OZAGREL,1988,1,1,0,0,0,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
NIMODIPINE,1988,1,1,0,0,0,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
IFOSFAMIDE,1988,1,0,1,0,0,O=P1(NCCCl)OCCCN1CCCl
CARTEOLOL,1988,0,1,0,1,0,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
NAFTIFINE,1988,0,0,0,1,0,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
ASTEMIZOLE,1988,1,1,0,0,0,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
NIZATIDINE,1988,1,1,0,0,0,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
MISOPROSTOL,1988,1,1,0,0,0,CCCCC(C)(O)C/C=C/[C@@H]1C(CCCCCCC(=O)OC)C(=O)C[C@H]1O
IOVERSOL,1988,1,0,1,0,0,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I
PERGOLIDE MESYLATE,1988,1,1,0,0,0,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
OXICONAZOLE,1988,0,0,0,1,0,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
CEFIXIME,1989,1,1,0,0,0,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)[C@H]2SC1
CEFPIRAMIDE SODIUM,1989,1,0,1,0,0,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1
OMEPRAZOLE,1989,1,1,0,0,0,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
ADENOSINE,1989,1,0,1,0,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
INDECAINIDE,1989,0,1,0,0,0,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21
IBUDILAST,1989,1,1,0,0,0,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
METIPRANOLOL HYDROCHLORIDE,1989,1,0,0,1,0,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
DEZOCINE,1989,1,0,1,0,0,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N
NORGESTIMATE,1989,1,1,0,0,0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC
